geo_level,geo_code,geo_name,date_monday,year_iso,week_iso_num,pathogen,pathogentype,pathogensubtype,indicator,age,survtype,indicator_kind,value
FR,FR,France,2024-01-22,2024,4,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,61.0
FR,FR,France,2024-01-22,2024,4,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,12.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,total,non-sentinel,count,12.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,65+,non-sentinel,count,5.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,15-64,non-sentinel,count,6.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,deaths,total,non-sentinel,count,1.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,deaths,65+,non-sentinel,count,1.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,total,non-sentinel,count,15.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,65+,non-sentinel,count,6.0
FR,FR,France,2024-01-29,2024,5,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2024-02-05,2024,6,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,2.0
FR,FR,France,2024-02-05,2024,6,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,RSV,RSV,,hospitaladmissions,15-64,non-sentinel,count,1.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,91.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,44.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,1.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,40.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,6.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,deaths,total,non-sentinel,count,12.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,deaths,65+,non-sentinel,count,8.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,deaths,15-64,non-sentinel,count,4.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,98.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,48.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,2.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,42.0
FR,FR,France,2024-02-12,2024,7,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,6.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,total,non-sentinel,count,7.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,65+,non-sentinel,count,3.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,15-64,non-sentinel,count,2.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,deaths,total,non-sentinel,count,3.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,deaths,65+,non-sentinel,count,1.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,deaths,15-64,non-sentinel,count,1.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,deaths,0-4,non-sentinel,count,1.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,total,non-sentinel,count,7.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,65+,non-sentinel,count,3.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,15-64,non-sentinel,count,2.0
FR,FR,France,2024-02-19,2024,8,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2024-02-19,2024,8,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,1.0
FR,FR,France,2024-02-19,2024,8,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,1.0
FR,FR,France,2024-02-12,2024,7,RSV,RSV,,ICUadmissions,15-64,non-sentinel,count,2.0
FR,FR,France,2024-02-12,2024,7,RSV,RSV,,ICUadmissions,65+,non-sentinel,count,2.0
FR,FR,France,2024-02-12,2024,7,RSV,RSV,,ICUadmissions,total,non-sentinel,count,4.0
FR,FR,France,2024-02-12,2024,7,RSV,RSV,,hospitaladmissions,15-64,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,RSV,RSV,,deaths,total,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,RSV,RSV,,deaths,65+,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,RSV,RSV,,ICUadmissions,total,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,RSV,RSV,,ICUadmissions,15-64,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,107.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,43.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,3.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,57.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,4.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,deaths,total,non-sentinel,count,15.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,deaths,65+,non-sentinel,count,8.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,deaths,15-64,non-sentinel,count,7.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,109.0
FR,FR,France,2024-01-22,2024,4,RSV,RSV,,hospitaladmissions,15-64,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,43.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,60.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,4.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,total,non-sentinel,count,8.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,65+,non-sentinel,count,4.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,15-64,non-sentinel,count,4.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,deaths,total,non-sentinel,count,2.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,deaths,65+,non-sentinel,count,1.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,deaths,15-64,non-sentinel,count,1.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,total,non-sentinel,count,9.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,65+,non-sentinel,count,5.0
FR,FR,France,2024-02-12,2024,7,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,15-64,non-sentinel,count,4.0
FR,FR,France,2024-02-12,2024,7,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,2.0
FR,FR,France,2024-02-12,2024,7,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,1.0
FR,FR,France,2024-02-05,2024,6,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,2.0
FR,FR,France,2024-01-22,2024,4,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,7.0
FR,FR,France,2024-01-22,2024,4,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,8.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,15-64,non-sentinel,count,5.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,14.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,hospitaladmissions,15-64,non-sentinel,count,6.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,deaths,total,non-sentinel,count,2.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,deaths,15-64,non-sentinel,count,2.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,ICUadmissions,total,non-sentinel,count,19.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,ICUadmissions,65+,non-sentinel,count,14.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,ICUadmissions,15-64,non-sentinel,count,5.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,60.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,29.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,1.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,29.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,deaths,total,non-sentinel,count,3.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,deaths,65+,non-sentinel,count,1.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,deaths,15-64,non-sentinel,count,2.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,58.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,26.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,2.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,29.0
FR,FR,France,2024-01-01,2024,1,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,total,non-sentinel,count,30.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,65+,non-sentinel,count,17.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,15-64,non-sentinel,count,11.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,deaths,total,non-sentinel,count,11.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,deaths,65+,non-sentinel,count,8.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,deaths,15-64,non-sentinel,count,3.0
FR,FR,France,2024-01-01,2024,1,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,20.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,0-4,non-sentinel,count,3.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,15-64,non-sentinel,count,20.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,65+,non-sentinel,count,33.0
FR,FR,France,2023-12-25,2023,52,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,15.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,8.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,hospitaladmissions,15-64,non-sentinel,count,7.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,deaths,total,non-sentinel,count,1.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,deaths,15-64,non-sentinel,count,1.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,ICUadmissions,total,non-sentinel,count,15.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,ICUadmissions,65+,non-sentinel,count,8.0
FR,FR,France,2023-12-25,2023,52,RSV,RSV,,ICUadmissions,15-64,non-sentinel,count,7.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,48.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,17.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,1.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,28.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,total,non-sentinel,count,33.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,deaths,65+,non-sentinel,count,1.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,47.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,19.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,26.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,total,non-sentinel,count,52.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,65+,non-sentinel,count,32.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,15-64,non-sentinel,count,18.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,deaths,total,non-sentinel,count,7.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,deaths,65+,non-sentinel,count,6.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,deaths,15-64,non-sentinel,count,1.0
FR,FR,France,2024-01-01,2024,1,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,total,non-sentinel,count,56.0
FR,FR,France,2023-12-25,2023,52,Influenza,Influenza,,deaths,total,non-sentinel,count,1.0
FR,FR,France,2024-02-19,2024,8,RSV,RSV,,deaths,total,non-sentinel,count,1.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,65+,non-sentinel,count,18.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,0-4,non-sentinel,count,3.0
FR,FR,France,2024-01-15,2024,3,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,4.0
FR,FR,France,2024-01-15,2024,3,RSV,RSV,,hospitaladmissions,15-64,non-sentinel,count,4.0
FR,FR,France,2024-01-15,2024,3,RSV,RSV,,ICUadmissions,total,non-sentinel,count,7.0
FR,FR,France,2024-01-15,2024,3,RSV,RSV,,ICUadmissions,65+,non-sentinel,count,4.0
FR,FR,France,2024-01-15,2024,3,RSV,RSV,,ICUadmissions,15-64,non-sentinel,count,3.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,76.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,35.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,3.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,36.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,deaths,total,non-sentinel,count,8.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,deaths,65+,non-sentinel,count,3.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,deaths,15-64,non-sentinel,count,5.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,76.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,36.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,2.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,37.0
FR,FR,France,2024-01-15,2024,3,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,total,non-sentinel,count,15.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,65+,non-sentinel,count,9.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,15-64,non-sentinel,count,5.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,deaths,total,non-sentinel,count,8.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,deaths,65+,non-sentinel,count,5.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,deaths,15-64,non-sentinel,count,3.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,total,non-sentinel,count,14.0
FR,FR,France,2024-01-22,2024,4,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,65+,non-sentinel,count,9.0
FR,FR,France,2024-01-15,2024,3,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,8.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,15-64,non-sentinel,count,7.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,65+,non-sentinel,count,13.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,hospitaladmissions,total,non-sentinel,count,7.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,hospitaladmissions,65+,non-sentinel,count,5.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,hospitaladmissions,15-64,non-sentinel,count,2.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,deaths,total,non-sentinel,count,3.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,deaths,65+,non-sentinel,count,2.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,deaths,15-64,non-sentinel,count,1.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,ICUadmissions,total,non-sentinel,count,9.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,ICUadmissions,65+,non-sentinel,count,6.0
FR,FR,France,2024-01-08,2024,2,RSV,RSV,,ICUadmissions,15-64,non-sentinel,count,3.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,50.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,21.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,3.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,26.0
FR,FR,France,2024-01-08,2024,2,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,15-64,non-sentinel,count,12.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,deaths,total,non-sentinel,count,7.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,deaths,15-64,non-sentinel,count,3.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,46.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,20.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,2.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,24.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,total,non-sentinel,count,22.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,65+,non-sentinel,count,13.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,15-64,non-sentinel,count,8.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,hospitaladmissions,0-4,non-sentinel,count,1.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,deaths,total,non-sentinel,count,8.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,deaths,65+,non-sentinel,count,6.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,deaths,15-64,non-sentinel,count,2.0
FR,FR,France,2024-01-15,2024,3,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,total,non-sentinel,count,21.0
FR,FR,France,2024-01-08,2024,2,Influenza,Influenza,,deaths,65+,non-sentinel,count,4.0
FR,FR,France,2023-12-25,2023,52,SARS-CoV-2,SARS-CoV-2,,ICUadmissions,15-64,non-sentinel,count,12.0
FR,FR,France,2022-10-17,2022,42,Influenza,Influenza,total,tests,total,non-sentinel,count,11494.0
FR,FR,France,2022-08-22,2022,34,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,non-sentinel,count,649993.0
FR,FR,France,2022-08-15,2022,33,Influenza,Influenza,total,detections,total,non-sentinel,count,33.0
FR,FR,France,2022-08-15,2022,33,Influenza,Influenza,total,tests,total,non-sentinel,count,4049.0
FR,FR,France,2022-08-15,2022,33,RSV,RSV,RSV,detections,total,non-sentinel,count,22.0
FR,FR,France,2022-08-15,2022,33,RSV,RSV,RSV,tests,total,non-sentinel,count,2433.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,non-sentinel,count,2404.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,non-sentinel,count,87394.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,non-sentinel,count,6802.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,non-sentinel,count,29089.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,non-sentinel,count,126625.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,non-sentinel,count,11379.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,non-sentinel,count,403683.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,non-sentinel,count,41806.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,non-sentinel,count,163476.0
FR,FR,France,2022-08-15,2022,33,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,non-sentinel,count,620625.0
FR,FR,France,2022-08-08,2022,32,Influenza,Influenza,total,detections,total,non-sentinel,count,13.0
FR,FR,France,2022-08-08,2022,32,Influenza,Influenza,total,tests,total,non-sentinel,count,3998.0
FR,FR,France,2022-08-08,2022,32,RSV,RSV,RSV,detections,total,non-sentinel,count,18.0
FR,FR,France,2022-08-08,2022,32,RSV,RSV,RSV,tests,total,non-sentinel,count,2464.0
FR,FR,France,2022-08-22,2022,34,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,non-sentinel,count,179758.0
FR,FR,France,2022-08-22,2022,34,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,non-sentinel,count,40166.0
FR,FR,France,2022-08-22,2022,34,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,non-sentinel,count,13080.0
FR,FR,France,2022-08-29,2022,35,RSV,RSV,RSV,detections,total,non-sentinel,count,25.0
FR,FR,France,2022-08-29,2022,35,RSV,RSV,RSV,tests,total,non-sentinel,count,1900.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,non-sentinel,count,3332.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,non-sentinel,count,78703.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,non-sentinel,count,7705.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,non-sentinel,count,23781.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,non-sentinel,count,114604.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,non-sentinel,count,14636.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,non-sentinel,count,420946.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,non-sentinel,count,33903.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,non-sentinel,count,187901.0
FR,FR,France,2022-08-29,2022,35,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,non-sentinel,count,657652.0
FR,FR,France,2022-08-22,2022,34,Influenza,Influenza,total,detections,total,non-sentinel,count,19.0
